Make,Model,Price,Year,Kilometer,Number of Owners,Engine (CC),Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Hyundai,Verna Fluidic 1.6 CRDi SX,235000,2011,135000,1,1582,4370,1700,1475,5,43
Toyota,Fortuner 3.0 4x4 MT,1975000,2014,123000,2,2982,4705,1840,1850,7,80
Mahindra,XUV500 W8 AWD,810000,2012,47531,1,2179,4585,1890,1785,7,70
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],1350000,2019,79000,2,1493,4315,1800,1645,5,50
Mahindra,Scorpio VLX 2WD Airbag BS-IV,450000,2011,95000,1,2179,4430,1817,1975,8,60
Hyundai,i10 Magna 1.2 Kappa2,250000,2011,53000,1,1197,3585,1595,1550,5,35
Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],819999,2020,30000,1,1396,3985,1734,1505,5,45
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2690000,2017,65000,1,2755,4795,1855,1835,7,80
Hyundai,Creta SX 1.6 AT CRDi,1240000,2018,440000,1,1582,4270,1780,1665,5,55
Honda,City VX,790000,2016,63088,1,1497,4440,1695,1495,5,40
Hyundai,i10 Magna (O),150000,2008,62000,2,1086,3565,1595,1550,5,35
Chevrolet,Cruze LTZ,400000,2011,80000,3,1991,4597,1788,1477,5,60
BMW,X5 xDrive30d xLine,8300000,2020,29000,1,2993,4922,2004,1745,5,80
Volvo,S90 D4 Inscription,6000000,2020,2600,1,1969,4963,1879,1443,5,55
Hyundai,Xcent S 1.1 CRDi (O),390000,2014,81000,1,1120,3995,1660,1520,5,43
Hyundai,Verna Fluidic 1.6 VTVT SX,385000,2011,73000,1,1591,4370,1700,1475,5,43
Ford,Endeavour Titanium 3.2 4x4 AT,3650000,2019,34000,1,3198,4892,1860,1837,7,80
Hyundai,Verna Fluidic 1.6 VTVT SX,547000,2013,36623,1,1591,4370,1700,1475,5,43
Hyundai,Creta SX 1.6 AT Petrol,1295000,2018,30000,1,1591,4270,1780,1665,5,55
Hyundai,i10 Sportz 1.2 Kappa2,250000,2011,64000,1,1197,3585,1595,1550,5,35
Toyota,Corolla Altis VL AT Petrol,1670000,2019,39000,2,1798,4620,1775,1475,5,55
Maruti Suzuki,Vitara Brezza ZDi,890000,2017,70000,2,1248,3995,1790,1640,5,48
Audi,A3 35 TDI Premium Plus + Sunroof,2380000,2019,36000,2,1968,4456,1796,1416,5,50
Maruti Suzuki,Baleno Alpha Automatic,775000,2018,40000,1,1197,3995,1745,1510,5,37
Volkswagen,Polo 1.5 TDI,500000,2014,62000,1,1498,3987,1698,1483,5,45
Mercedes-Benz,C-Class 250 CDI Avantgarde,675000,2011,97000,1,2143,4596,2020,1447,5,66
Volkswagen,Polo Highline1.2L (P),525000,2014,43550,1,1198,3970,1682,1453,5,45
Ford,Ecosport Titanium + 1.5L TDCi [2019-2020],850000,2019,28000,1,1498,3998,1765,1647,5,52
Renault,Kwid 1.0 RXL [2017-2019],390000,2018,47874,1,999 ,3679,1579,1478,5,28
Hyundai,Verna 1.6 CRDI SX (O),965000,2018,87001,1,1582,4375,1700,1475,5,43
Ssangyong,Rexton RX7,975000,2013,72000,1,2696,4755,1900,1785,7,78
BMW,X1 sDrive20d xLine,3025000,2019,59000,1,1995,4454,2044,1545,5,63
Toyota,Innova 2.5 V 7 STR,650000,2012,143477,2,2494,4555,1770,1755,7,55
Audi,A3 35 TDI Premium Plus,1390000,2014,85900,1,1968,4456,1796,1416,5,50
Maruti Suzuki,DZire ZXi AGS,950000,2022,10000,1,1197,3995,1735,1515,5,37
Audi,Q7 45 TDI Technology Pack,5900000,2018,47000,1,2967,5052,1968,1740,7,75
Maruti Suzuki,Swift VXi,409999,2014,55000,1,1197,3850,1695,1530,5,42
Volkswagen,Ameo Trendline 1.5L (D),575000,2017,69508,2,1498,3995,1682,1483,5,45
Honda,City ZX Diesel,1450000,2022,2500,1,1498,4549,1748,1489,5,40
Maruti Suzuki,SX4 VXi,185000,2010,64000,1,1586,4490,1735,1560,5,50
Mercedes-Benz,E-Class E200 CGI Blue Efficiency,1650000,2014,53089,2,1796,4868,1854,1470,5,80
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],823000,2018,90000,1,1462,4490,1730,1485,5,43
Tata,Harrier XZ,2095000,2021,23000,1,1956,4598,1894,1706,5,50
Maruti Suzuki,Wagon R LXi,350000,2012,55000,1,998 ,3539,1475,1700,5,35
Hyundai,Grand i10 Magna U2 1.2 CRDi,335000,2016,64000,2,1186,3765,1660,1520,5,43
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,649000,2020,52236,1,1197,3765,1660,1520,5,43
Honda,City 1.5 V MT,400000,2013,76000,1,1497,4440,1695,1485,5,42
BMW,3-Series 330i M Sport Edition,5500000,2020,19000,1,1998,4633,1811,1429,5,57
Toyota,Fortuner 3.0 4x2 MT,1375000,2013,97000,1,2982,4705,1840,1850,7,80
Hyundai,Creta SX Plus 1.6 AT CRDI,1190000,2018,76000,1,1582,4270,1780,1630,5,60
Tata,Harrier XT Plus Dark Edition,1930000,2021,15000,1,1956,4598,1894,1706,5,50
Toyota,Innova 2.5 GX BS IV 7 STR,990000,2015,98000,1,2494,4585,1765,1760,7,55
Hyundai,Elite i20 Asta 1.2 (O) [2016],725000,2017,36597,2,1197,3985,1734,1505,5,45
Mercedes-Benz,C-Class C220d Progressive,6100000,2022,500,1,1950,4686,1810,1442,5,66
Maruti Suzuki,Ciaz VXi,575000,2015,48000,1,1373,4490,1730,1485,5,43
Land Rover,Discovery Sport HSE Luxury,3200000,2016,55000,2,1999,4600,2069,1690,7,65
Toyota,Innova ZX 2.4 AT 7 STR,2850000,2022,16000,1,2393,4735,1830,1795,7,55
Maruti Suzuki,Ertiga ZXI+,725000,2016,53000,1,1373,4296,1695,1685,7,45
Nissan,Sunny XV Diesel,380000,2013,35000,1,1461,4425,1695,1505,5,41
Honda,Amaze 1.2 VX AT i-VTEC,434999,2014,50000,1,1199,3990,1680,1505,5,35
Volkswagen,Polo Comfortline 1.2L (P),425000,2016,52600,1,1198,3971,1682,1469,5,45
Honda,Amaze 1.2 E MT Petrol [2018-2020],675000,2020,25000,1,1199,3995,1695,1501,5,35
Hyundai,Xcent S 1.2,399000,2014,74000,1,1197,3995,1660,1520,5,43
Volkswagen,Vento Highline Diesel AT,685000,2015,85000,1,1498,4384,1699,1466,5,55
Volkswagen,Vento Highline Plus 1.6 (P),940000,2021,35000,1,1598,4390,1699,1467,5,55
Mercedes-Benz,GLS 450 4MATIC,13100000,2021,17000,1,2999,5207,2157,1823,7,90
Audi,Q5 2.0 TDI quattro Technology Pack,2690000,2016,57000,1,1968,4629,1898,1653,5,75
Honda,City VX,1255000,2021,10000,1,1497,4440,1695,1495,5,40
Audi,Q5 3.0 TDI quattro,825000,2009,63300,1,2967,4628,1879,1651,5,75
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],390000,2014,46000,1,1197,3765,1660,1520,5,43
Hyundai,Verna Fluidic 1.6 CRDi SX Opt,525000,2014,64000,2,1582,4370,1700,1475,5,43
Audi,Q2 Premium 40 TFSI quattro,3450000,2022,4600,1,1984,4318,1805,1548,5,55
Mahindra,XUV500 W10,1090000,2017,144933,1,2179,4585,1890,1785,7,70
Honda,City 1.5 S MT,275000,2009,80000,1,1497,4420,1695,1480,5,42
Toyota,Etios 1.2 G,434999,2015,32545,1,1197,3895,1735,1555,5,45
Hyundai,Tucson GL 2WD AT Diesel,2089999,2019,31000,1,1995,4475,1850,1660,5,62
Maruti Suzuki,Swift DZire VDI,500000,2015,50000,2,1248,3995,1695,1555,5,42
Maruti Suzuki,Swift DZire VDI,400000,2015,65000,2,1248,3995,1695,1555,5,42
Hyundai,i10 Era 1.1 iRDE2 [2010-2017],225000,2012,26000,1,1086,3585,1595,1550,5,35
Mahindra,XUV300 1.5 W6 [2019-2020],965000,2021,27000,1,1497,3995,1821,1627,5,42
Hyundai,Creta E Plus 1.4 CRDI,825000,2017,62000,1,1396,4270,1780,1630,5,60
Hyundai,Santro GL Plus,254999,2012,17000,1,1086,3565,1525,1590,5,35
Mahindra,Bolero SLE BS IV,525000,2015,39234,2,2523,4107,1745,1880,7,60
Ford,Ecosport Trend 1.5 TDCi,285000,2013,72000,1,1498,3999,1765,1708,5,52
Chevrolet,Beat LT Diesel,229999,2011,41215,1,936 ,3640,1595,1520,5,35
Volvo,XC40 T4 R-Design,4400000,2020,16519,1,1969,4425,1863,1652,5,54
Maruti Suzuki,Alto VXi,200000,2011,51000,2,998 ,3620,1475,1460,5,35
Maruti Suzuki,Vitara Brezza ZDi Plus AGS,1011000,2019,74179,1,1248,3995,1790,1640,5,48
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],6500000,2020,13000,1,1950,4658,1890,1644,5,66
Maruti Suzuki,S-Cross Alpha 1.6,1063000,2019,31056,1,1598,4300,1765,1590,5,48
Maruti Suzuki,Ertiga VXI AT,675000,2016,49148,2,1373,4265,1695,1685,7,45
Mercedes-Benz,E-Class E 220 d Avantgarde,7475000,2021,13000,1,1950,5063,1860,1494,5,80
Mercedes-Benz,GLC 220d 4MATIC Progressive,7000000,2021,19000,1,1950,4658,1890,1644,5,66
Audi,Q5 2.0 TDI quattro Premium,2175000,2015,152000,1,1968,4629,1898,1653,5,75
Honda,City VX CVT,690000,2015,59000,1,1497,4440,1695,1495,5,40
Audi,A3 35 TDI Technology + Sunroof,1525000,2016,32000,1,1968,4456,1796,1416,5,50
Honda,Accord 2.4 AT,475000,2011,72000,1,2354,4950,1845,1475,5,70
Hyundai,Verna SX Plus 1.6 CRDi AT,1123000,2017,80000,1,1582,4440,1729,1475,5,45
Maruti Suzuki,Ertiga ZXi AT,990000,2019,21894,1,1462,4395,1735,1690,7,45
BMW,5-Series 530d M Sport [2013-2017],5250000,2018,21000,1,2993,4899,2094,1464,5,65
Honda,Amaze 1.5 VX i-DTEC,515000,2015,63587,1,1498,3990,1680,1505,5,35
Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT [2018-2020],850000,2019,32000,1,1462,4490,1730,1485,5,43
Maruti Suzuki,Vitara Brezza VDi,865000,2018,53694,2,1248,3995,1790,1640,5,48
Maruti Suzuki,Swift DZire VDi,365000,2009,140000,2,1248,4160,1690,1530,5,43
Mercedes-Benz,GL-Class 350 CDI,3390000,2015,91100,1,2987,5120,1934,1850,7,100
Audi,A6 2.0 TDI Premium Plus,1450000,2014,58000,2,1968,4915,1874,1455,5,65
Hyundai,i20 Asta 1.4 CRDI,434999,2012,76148,1,1396,3940,1710,1505,5,45
Mahindra,Scorpio S2,650000,2015,104000,1,2523,4456,1820,1930,8,60
Audi,A4 2.0 TDI (177bhp) Premium Plus,1175000,2013,50000,1,1968,4701,1826,1427,5,63
Hyundai,Eon Magna +,325000,2017,56000,1,814 ,3495,1550,1500,5,32
Renault,Duster 85 PS RxL Diesel,525000,2014,48000,1,1461,4315,1822,1695,5,50
Maruti Suzuki,Ertiga ZXi Plus,1225000,2021,23000,1,1462,4395,1735,1690,7,45
Hyundai,Elite i20 Asta 1.2,550000,2015,33000,1,1197,3985,1734,1505,5,45
Hyundai,Creta SX 1.6 CRDi,1275000,2019,58900,1,1582,4270,1780,1665,5,55
Toyota,Innova 2.5 V 7 STR,960000,2012,222000,1,2494,4555,1770,1755,7,55
Land Rover,Discovery Sport HSE Luxury,3900000,2016,20000,1,1999,4600,2069,1690,7,65
Renault,Kwid RXT [2015-2019],434999,2019,32000,1,799 ,3679,1579,1478,5,28
Maruti Suzuki,Ertiga VXI,775000,2017,71000,1,1373,4296,1695,1685,7,45
Hyundai,i10 Sportz 1.2 AT,185000,2008,61000,3,1197,3565,1595,1550,5,35
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],560000,2017,29000,1,1197,3765,1660,1520,5,43
Toyota,Innova 2.5 ZX 7 STR BS-IV,1000000,2014,158690,2,2494,4585,1760,1760,7,55
Mercedes-Benz,GLE 350 d,5000000,2016,61000,1,2987,4819,2141,1796,5,93
Maruti Suzuki,Ciaz ZDi (O) [2014-2015],635000,2016,92000,2,1248,4490,1730,1485,5,43
Maruti Suzuki,DZire VXi,650000,2020,42000,1,1197,3995,1735,1515,5,37
Datsun,Go T (O),345000,2019,60969,1,1198,3785,1635,1485,5,35
Mahindra,XUV500 W6 2013,865000,2017,93000,1,2179,4585,1890,1785,7,70
Audi,A4 2.0 TDI (143bhp),1380000,2014,100000,1,1968,4701,1826,1427,5,63
Maruti Suzuki,Ciaz S 1.4 MT,585000,2018,31000,1,1373,4490,1730,1485,5,43
Toyota,Glanza G,690000,2020,55000,1,1197,3995,1745,1510,5,37
Maruti Suzuki,Wagon R LXI CNG (O),380000,2018,68320,1,998 ,3599,1495,1700,5,35
Tata,Hexa XM 4x2 7 STR,850000,2018,65000,1,2179,4788,1903,1791,7,60
Toyota,Fortuner 3.0 4x4 MT,1750000,2013,95000,2,2982,4705,1840,1850,7,80
Maruti Suzuki,Ritz Vdi BS-IV,275000,2013,85785,2,1248,3775,1680,1620,5,43
Volkswagen,Vento Comfortline 1.6 (P),690000,2018,38000,1,1598,4390,1699,1467,5,55
Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,1130000,2020,12905,1,998 ,3995,1775,1505,5,37
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2295000,2019,26000,1,2755,4735,1830,1795,7,55
Mercedes-Benz,A-Class Sedan 200,4100000,2021,9000,1,1332,4549,1796,1446,5,43
Tata,Nexon XM Diesel,725000,2018,65000,2,1497,3994,1811,1607,5,44
Hyundai,Elite i20 Magna Executive 1.2,595000,2019,48000,1,1197,3985,1734,1505,5,40
Hyundai,i10 Magna 1.2 Kappa2,290000,2011,91000,1,1197,3585,1595,1550,5,35
Jeep,Wrangler Rubicon,6100000,2022,15000,1,1995,4882,1894,1848,5,81
Mahindra,XUV300 1.5 W6 [2019-2020],1080000,2020,52000,1,1497,3995,1821,1627,5,42
Toyota,Etios GD,299000,2013,90000,3,1364,4265,1695,1510,5,45
Maruti Suzuki,Swift Lxi (O) [2014-2017],575000,2018,58000,1,1197,3850,1695,1530,5,42
Honda,Amaze 1.2 S AT i-VTEC,390000,2014,67000,1,1198,3990,1680,1505,5,35
Mahindra,Scorpio S10,875000,2015,67000,1,2179,4456,1820,1995,8,60
Hyundai,Venue SX 1.4 CRDi,1175000,2021,37556,1,1396,3995,1770,1605,5,45
Maruti Suzuki,Alto VXi,260000,2012,54000,1,998 ,3620,1475,1460,5,35
Honda,Amaze 1.2 E i-VTEC,650000,2019,42000,1,1198,3990,1680,1505,5,35
Volkswagen,Ameo Highline1.2L (P) [2016-2018],625000,2017,55000,1,1198,3995,1682,1483,5,45
MG,Hector Sharp 2.0 Diesel [2019-2020],1725000,2019,23952,1,1956,4655,1835,1760,5,60
Maruti Suzuki,Wagon R LXI CNG (O),299000,2015,92000,2,998 ,3599,1495,1700,5,35
Hyundai,i10 Sportz 1.2 AT Kappa2,375000,2013,34000,1,1197,3585,1595,1550,5,35
Maruti Suzuki,Celerio ZXi AMT,639000,2020,44300,1,998 ,3695,1600,1560,5,35
Maruti Suzuki,Ciaz VDi+ SHVS,591000,2015,65000,1,1248,4490,1730,1485,5,43
Mercedes-Benz,GLE 250 d,4200000,2018,102000,1,2143,4819,2141,1796,5,93
Honda,City 1.5 S AT,250000,2009,110000,1,1497,4420,1695,1480,5,42
Kia,Seltos HTX 1.5 [2020-2021],1399000,2021,11000,1,1497,4315,1800,1645,5,50
Hyundai,Aura S 1.2 CNG,740000,2020,39000,1,1197,3995,1680,1520,5,65
Hyundai,i10 Magna,175000,2009,65000,2,1086,3565,1595,1550,5,35
BMW,5-Series 530d M Sport [2013-2017],1600000,2013,80000,2,2993,4899,2094,1464,5,65
Maruti Suzuki,Wagon R LXi,285000,2013,25200,1,998 ,3539,1475,1700,5,35
Honda,City S Diesel,250000,2017,132683,1,1498,4440,1695,1495,5,40
Renault,Duster 85 PS Sandstorm Edition Diesel,625000,2017,81000,1,1461,4315,1822,1695,5,50
BMW,5-Series 520d Luxury Line [2017-2019],4800000,2019,30000,1,1995,4936,1868,1479,5,65
Maruti Suzuki,Swift ZXi,575000,2015,50599,2,1197,3850,1695,1530,5,42
BMW,X1 sDrive20d xLine,2800000,2017,29000,2,1995,4454,2044,1545,5,63
Honda,Jazz VX CVT Petrol,785000,2018,23000,1,1199,3955,1694,1544,5,40
Land Rover,Discovery Sport HSE Luxury 7-Seater,4575000,2019,50000,1,2179,4600,2069,1724,7,65
Audi,Q3 35 TDI Premium + Sunroof,1950000,2016,84878,2,1968,4385,1831,1608,5,64
BMW,5-Series 520d Luxury Line [2017-2019],4800000,2019,31000,1,1995,4936,1868,1479,5,65
Toyota,Innova 2.4 VX 8 STR [2016-2020],1998999,2019,71063,1,2393,4735,1830,1795,8,55
Ford,Ecosport Ambiente 1.5L Ti-VCT,475000,2016,69001,1,1499,3999,1765,1708,5,52
Hyundai,Verna Fluidic 1.6 CRDi SX,415000,2014,62000,2,1582,4370,1700,1475,5,43
Hyundai,i20 Magna (O) 1.4 CRDI,375000,2012,82000,1,1336,3995,1710,1505,5,45
Toyota,Etios V,300000,2011,49200,1,1496,4265,1695,1510,5,45
Mahindra,Thar LX 4-STR Hard Top Petrol MT,1500000,2021,8000,2,1997,3985,1820,1844,4,57
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],975000,2019,58000,1,1248,3995,1790,1640,5,48
Maruti Suzuki,Alto VXi [2014-2019],370000,2015,64000,1,998 ,3545,1490,1475,5,35
Hyundai,i10 Era 1.1 iRDE2 [2010-2017],250000,2012,48568,1,1086,3585,1595,1550,5,35
Jaguar,XJ 3.0 V6 Portfolio,3150000,2014,66500,1,2993,5252,1899,1457,5,83
Mahindra,XUV500 W9 [2018-2020],1115000,2018,58590,1,2179,4585,1890,1785,7,70
Hyundai,i10 Era,130000,2009,59000,2,1086,3565,1595,1550,5,35
Maruti Suzuki,Swift VXi,299000,2013,47000,1,1197,3850,1695,1530,5,42
Hyundai,i20 Magna 1.2,300000,2014,40000,1,1197,3995,1710,1505,5,45
Skoda,Superb Sportline AT,3325000,2021,13092,1,1984,4869,1864,1469,5,66
Audi,A4 35 TDI Premium,1950000,2016,57057,1,1968,4701,1826,1427,5,63
Maruti Suzuki,Swift DZire VDI,500000,2015,90000,1,1248,3995,1695,1555,5,42
Hyundai,i20 Active 1.2 SX,595000,2015,45000,1,1197,3995,1760,1555,5,45
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],484999,2018,44000,1,998 ,3715,1635,1565,5,35
Mahindra,Thar LX 4-STR Convertible Diesel MT,1700000,2021,17000,1,2184,3985,1820,1855,4,57
Maruti Suzuki,Wagon R VXi 1.2,579000,2019,50860,1,1197,3655,1620,1675,5,32
Ford,Endeavour Titanium 2.0 4x2 AT,3800000,2020,20000,1,1996,4903,1869,1837,7,80
Toyota,Fortuner 2.8 4x2 AT [2016-2020],3290000,2018,51000,1,2755,4795,1855,1835,7,80
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],4250000,2018,24000,1,1950,4686,1810,1442,5,66
Maruti Suzuki,Baleno Delta 1.2,535000,2017,34908,1,1197,3995,1745,1500,5,37
Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],775000,2017,67000,1,1461,4315,1822,1695,5,50
Maruti Suzuki,Celerio VXi AMT,345000,2014,19000,2,998 ,3600,1600,1560,5,35
Skoda,Octavia RS,3400000,2019,30600,1,1984,4689,1814,1496,5,50
BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,49500,1,1995,4936,1868,1479,5,65
Honda,Jazz V Petrol,525000,2016,18800,1,1199,3955,1694,1544,5,40
Hyundai,Elite i20 Asta 1.2 [2016-2017],650000,2016,100000,1,1197,3985,1734,1505,5,45
Hyundai,Creta 1.6 SX Plus AT Petrol,1074000,2017,50050,1,1591,4270,1780,1630,5,60
Hyundai,Creta 1.6 SX,1750000,2021,14000,1,1582,4270,1780,1630,5,60
Nissan,Terrano XL D Plus,590000,2014,55000,2,1461,4331,1822,1671,5,50
Ford,Mustang GT Fastback 5.0L v8,7990000,2018,23000,1,4951,4784,2080,1391,4,60.9
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],1725000,2020,35000,1,1493,4300,1790,1635,5,50
Maruti Suzuki,Celerio ZXi AMT [2019-2020],630000,2019,20734,1,998 ,3695,1600,1560,5,35
Mercedes-Benz,CLS 300d [2018-2019],6975000,2020,15200,1,1950,4988,1890,1435,5,66
Toyota,Fortuner 3.0 4x2 MT,1375000,2013,83000,1,2982,4705,1840,1850,7,80
Honda,Amaze 1.5 S i-DTEC,425000,2014,75000,1,1498,3990,1680,1505,5,35
Toyota,Innova 2.8 GX AT 8 STR [2016-2020],2196000,2019,42794,1,2755,4735,1830,1795,8,55
Mercedes-Benz,V-Class Elite LWB,6300000,2020,40000,1,1950,5140,1928,1901,6,57
Maruti Suzuki,Alto LXi BS-III,200000,2008,41000,1,796 ,3495,1475,1460,5,35
Honda,City 1.5 S MT,250000,2009,72256,1,1497,4420,1695,1480,5,42
Audi,A3 35 TDI Premium Plus + Sunroof,2950000,2018,17300,1,1968,4456,1796,1416,5,50
Mahindra,Scorpio S6 Plus Intelli-Hybrid,985000,2017,68000,1,2179,4456,1820,1995,8,60
Hyundai,Venue S 1.0 AT Petrol [2019-2020],750000,2019,43600,1,998 ,3995,1770,1605,5,45
Maruti Suzuki,Wagon R VXi (O),450000,2018,43000,1,998 ,3636,1475,1670,5,35
Maruti Suzuki,Vitara Brezza VXi,849000,2021,17283,1,1462,3995,1790,1640,5,48
Maruti Suzuki,Swift DZire VXI,430000,2014,59000,1,1197,3995,1695,1555,5,42
Maruti Suzuki,Ertiga VDI SHVS,740000,2017,88000,1,1248,4296,1695,1685,7,45
BMW,X7 xDrive40i M Sport,12500000,2021,9500,1,2998,5151,2000,1805,6,83
Hyundai,Creta SX 1.6 AT Petrol,1260000,2018,36000,1,1591,4270,1780,1665,5,55
Renault,Kwid RXT [2015-2019],250000,2017,32000,1,799 ,3679,1579,1478,5,28
Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,975000,2018,53300,1,1591,4440,1729,1475,5,45
BMW,X1 sDrive20d,3250000,2020,32005,2,1995,4454,1798,1545,5,61
Ford,Endeavour Titanium 3.2 4x4 AT,3450000,2018,35000,1,3198,4892,1860,1837,7,80
BMW,X3 xDrive30i M Sport,6680000,2022,18223,1,1998,4708,1891,1676,5,60
Mahindra,TUV300 T8,600000,2016,92000,2,1493,3995,1835,1839,7,60
Hyundai,Elantra 2.0 SX (O) AT,1465000,2019,22000,2,1999,4570,1800,1465,5,50
Hyundai,Verna Fluidic 1.6 VTVT SX,475000,2014,62000,1,1591,4370,1700,1475,5,43
Renault,Kiger RXZ AMT,1000000,2022,4000,2,999 ,3991,1750,1605,5,40
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],1850000,2016,72000,1,2755,4735,1830,1795,7,55
Maruti Suzuki,Ciaz ZXI+,570000,2015,60798,1,1373,4490,1730,1485,5,43
Hyundai,Verna 1.6 VTVT SX AT,770000,2016,20000,1,1591,4375,1700,1475,5,43
Honda,City V CVT Petrol [2017-2019],1040000,2019,18000,1,1497,4440,1695,1495,5,40
Mahindra,Scorpio SLE BS-IV,675000,2014,78000,2,2179,4430,1817,1975,8,60
Maruti Suzuki,Swift DZire VXI,450000,2014,52000,1,1197,3995,1695,1555,5,42
Maruti Suzuki,Swift ZXi,800000,2022,10000,1,1197,3845,1735,1530,5,37
Tata,Safari 2.2 VX 4x2 Varicor400,2200000,2021,32000,1,2179,4655,1965,1922,7,63
Mahindra,XUV500 W10,1075000,2015,138000,1,2179,4585,1890,1785,7,70
Maruti Suzuki,DZire LDi,560000,2018,84500,3,1248,3995,1735,1515,5,37
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],450000,2016,47000,2,1197,3765,1660,1520,5,43
Volvo,S90 Momentum D4 [2018-2020],4175000,2018,20000,1,1969,4963,1879,1443,5,55
Hyundai,Verna EX 1.6 CRDi [2017-2018],810000,2018,73000,1,1582,4440,1729,1475,5,45
Mercedes-Benz,S-Class S 500,1875000,2011,72000,1,4663,5246,1899,1494,4,80
Honda,Jazz S AT [2015-2016],520000,2015,42000,1,1198,3955,1694,1544,5,40
Mercedes-Benz,GLE 300d 4MATIC LWB,8900000,2021,9000,1,1950,4924,2157,1772,5,93
Maruti Suzuki,Swift VDi,425000,2015,36528,3,1248,3850,1695,1530,5,42
Maruti Suzuki,Swift VXi,325000,2012,30000,1,1197,3850,1695,1530,5,42
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1889999,2021,17000,1,1451,4655,1835,1760,5,60
Volvo,XC60 Inscription,1950000,2016,79000,1,2400,4644,1891,1713,5,70
BMW,X3 xDrive-20d xLine,5300000,2019,15087,1,1995,4657,1881,1678,5,67
Mahindra,Scorpio S2,950000,2018,41000,1,2523,4456,1820,1930,8,60
Volvo,XC90 D5 Inscription,8500000,2021,32500,1,1969,4953,2008,1776,7,71
Audi,A6 35 TDI Matrix,1975000,2015,61000,2,1968,4933,1874,1455,5,75
Mercedes-Benz,GLE 250 d,4200000,2017,85000,1,2143,4819,2141,1796,5,93
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3500000,2019,55000,2,1950,4686,1810,1442,5,66
Mercedes-Benz,GLA 200 d Sport,1825000,2016,58000,1,2143,4424,1804,1494,5,50
Mahindra,Thar LX 4-STR Hard Top Petrol AT,1710000,2021,4400,1,1997,3985,1820,1844,4,57
Maruti Suzuki,Celerio VXi AMT,375000,2014,35000,1,998 ,3600,1600,1560,5,35
Maruti Suzuki,Alto 800 Vxi,285000,2016,22346,1,796 ,3395,1490,1475,5,35
Mahindra,Thar AX 6-STR Soft Top Petrol MT,1850000,2021,23280,2,1997,3985,1820,1920,6,57
Maruti Suzuki,Ertiga ZDi,621000,2013,72000,1,1248,4265,1695,1685,7,45
Mitsubishi,Pajero 2.5 AT,1475000,2016,82000,1,2477,4695,1815,1840,7,70
Toyota,Fortuner 3.0 4x2 AT,1800000,2015,86000,2,2982,4705,1840,1850,7,80
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],399000,2018,38000,1,1197,3765,1660,1520,5,43
Hyundai,Creta 1.6 SX Plus Special Edition,890000,2015,138314,1,1582,4270,1780,1630,5,60
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1325000,2021,9900,1,1591,4370,1700,1475,5,43
Mercedes-Benz,E-Class E 220d Expression [2019-2019],4775000,2018,51529,1,1950,5063,1860,1494,5,80
Mahindra,Quanto C4,249000,2013,60000,1,1493,3985,1850,1880,7,55
Maruti Suzuki,Celerio VXi (O) [2019-2020],509999,2019,48000,1,998 ,3695,1600,1560,5,35
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],1450000,2018,90000,1,1956,4395,1818,1640,5,60
Maruti Suzuki,S-Cross Delta 1.6,640000,2017,63000,1,1598,4300,1765,1590,5,48
Maruti Suzuki,Celerio LDi [2015-2017],299000,2017,65822,1,793 ,3600,1600,1560,5,35
Maruti Suzuki,Wagon R Duo LXi LPG,195000,2009,102000,1,1061,3520,1475,1660,5,35
Mercedes-Benz,S-Class 350 CDI L,1495000,2011,72100,2,2987,5226,2120,1479,5,90
Toyota,Etios Liva G,350000,2013,34000,1,1197,3775,1695,1510,5,45
Toyota,Innova 2.4 VX 7 STR [2016-2020],1421000,2017,75000,2,2393,4735,1830,1795,7,55
Honda,Jazz V AT Petrol,595000,2017,99000,1,1199,3955,1694,1544,5,40
Maruti Suzuki,Swift DZire VDI,351000,2013,42000,1,1248,3995,1695,1555,5,42
